publication_number,publication_date,country_code,application_number,filing_date,grant_date,titulo,resumo,codigos_cpc
US-2024163612-A1,20240516,US,US-202418418131-A,20240119,0,Method of waking a device using spoken voice commands,"Disclosed herein are systems and methods for processing speech signals in mixed reality applications. A method may include receiving an audio signal; determining, via first processors, whether the audio signal comprises a voice onset event; in accordance with a determination that the audio signal comprises the voice onset event: waking a second one or more processors; determining, via the second processors, that the audio signal comprises a predetermined trigger signal; in accordance with a determination that the audio signal comprises the predetermined trigger signal: waking third processors; performing, via the third processors, automatic speech recognition based on the audio signal; and in accordance with a determination that the audio signal does not comprise the predetermined trigger signal: forgoing waking the third processors; and in accordance with a determination that the audio signal does not comprise the voice onset event: forgoing waking the second processors.",H04R5/04; G02B27/0172; G10L15/08; H04R3/005; H04R3/04; H04R5/033; G06T19/006; H04R1/1041; H04R5/04; H04R1/406; H04R3/005; G10L25/78; G10L15/04; G10L2015/088; G10L15/22; G10L2015/223; G10L2025/783; G02B27/0172; G02B27/0093; G02B2027/0178; G02B2027/0138; G02B2027/014; H04R5/033; H04R3/005; G06T19/006; G10L15/08; G02B27/0172; H04R3/04
US-2024165382-A1,20240523,US,US-202418427862-A,20240131,0,Silicon Microneedle Structure and Production Method,"A microneedle structure has one or more microneedles (104) projecting from the major surface (102) of a substrate (100). The microneedle has a penetrating tip (106) formed at an intersection between upright surfaces (108) and an inclined surface (110) corresponding to a (1 1 1) crystallographic plane. The microneedle has a first portion bounded by a continuation of the upright surfaces (108) and inclined surface (110), and a second portion bounded by a continuation of the upright surfaces and a slicing plane (112) extending from an edge (114) of inclined surface (110) towards major surface (102) of the substrate. A width W of inclined surface (110) increases monotonically from penetrating tip (106) to edge (114).",A61M2037/0053; A61M2037/003; A61M2037/0061; A61M37/0015; A61M37/0015; A61M2037/003; A61M2037/0053; A61M2037/0061; A61M2207/00; A61M37/0015; A61M2037/003; A61M2037/0053; A61M2037/0061; A61M2207/00
US-2024166282-A1,20240523,US,US-202318391304-A,20231220,0,Vehicle chassis with interchangeable performance packages and related methods,"Vehicle chassis with interchangeable performance packages and related methods. are disclosed herein. An example vehicle chassis disclosed herein includes a frame including a first chassis portion including a cavity, a battery platform coupled to first chassis portion, and a first subframe couplable within the cavity, the first subframe including a first motor and a first suspension assembly, and a second subframe couplable within the cavity, the second subframe including a second motor and a second suspension assembly, the second motor having a greater power than the first motor, the second suspension assembly having a greater stiffness than the first suspension assembly.",B62D65/04; B60K1/04; B60K7/0007; B60L50/66; B62D21/03; B62D21/11; B62D65/10; B62D65/12; B60K2001/0438; B60K6/28; B60Y2200/11; B62D63/025; B62D65/04; B62D65/04; B62D21/11; B60K1/00; B60K2001/001; B60K1/04; B60K2001/0438; B60K17/354; B60K17/356; B60Y2200/141; B60L50/66; B60K1/04; B60L50/66; B62D21/03; B62D21/11; B60K7/0007; B60Y2200/11; B62D65/10; B60K2001/0438; B60K6/28; B60Y2200/91; B60Y2200/92; B60Y2200/14; B62D65/12
US-2024167638-A1,20240523,US,US-202218551521-A,20220321,0,Pneumatic membrane gasometer for the storage of hydrogen gas at low pressure,"Disclosed is a pneumatic membrane gasometer for the storage of hydrogen gas at low pressure. The gasometer includes: a first bag-shaped membrane delimiting a hydrogen storage chamber; a second membrane partially delimiting a pressurization chamber superimposed, at least in part, on the storage chamber; a third membrane, placed resting on top of the first membrane, fixed in an impermeable manner at least to the second membrane, defining, with the first membrane, a cavity open towards the outside of the gasometer; hydrogen supply and discharge unit associated with the storage chamber; pressurization unit; mechanical anchor to a base surface of the first, second and third membranes; and a natural passive ventilation system to vent any hydrogen losses to the outside, including a duct adapted to connect cavity to the outside environment passing through the pressurization chamber.",G01N33/0027; F17C13/12; F17C3/00; G01N33/0027; F17C2201/0185; F17C2203/0631; F17C2203/0685; F17C2205/0364; F17C2221/012; F17C2223/033; F17C2250/0452; F17C2250/0491; F17C2260/036; F17C2260/038; F17C2270/0134; F17C3/00; F17C3/00; F17C2201/0185; F17C2201/054; F17C2203/0631; F17C2203/0685; F17C2205/0364; F17C2221/012; F17C2223/0123; F17C2223/033; F17C2250/0452; F17C2250/0491; F17C2260/037; F17C2260/038; F17C2270/0134; F17B1/26; F17C13/12; Y02E60/32; F17C13/12; F17B1/26; F17C2201/0185; F17C2201/054; F17C2203/0631; F17C2203/0685; F17C2205/0364; F17C2221/012; F17C2223/0123; F17C2223/033; F17C2250/0452; F17C2250/0491; F17C2260/037; F17C2260/038; F17C2270/0134; Y02E60/32; F17C3/00; F17C2201/0185; F17C2203/0631; F17C2203/0685; F17C2205/0364; F17C2221/012; F17C2223/033; F17C2250/0452; F17C2250/0491; F17C2260/036; F17C2260/038; F17C2270/0134
US-2024172200-A1,20240523,US,US-202218058391-A,20221123,0,Different carrier frequencies for secondary cell coverage,"Various aspects of the present disclosure generally relate to wireless communication. In some aspects, a user equipment (UE) may receive, via a primary cell (PCell), first configuration information associated with a secondary cell (SCell) indicating a first carrier frequency associated with the SCell, the first carrier frequency being associated with a first coverage area of the SCell. The UE may communicate, via the SCell, a first one or more signals using the first carrier frequency. The UE may receive, via the PCell, second configuration information associated with the SCell indicating a second carrier frequency associated with the SCell based at least in part on a location of the UE changing from the first coverage area to a second coverage area of the SCell. The UE may communicate, via the SCell, a second one or more signals using the second carrier frequency. Numerous other aspects are described.",H04W36/0072; H04W36/00692; H04W84/047; H04W72/23; H04W72/0453; H04W72/0453; H04W72/042; H04W72/0453; H04W72/23
US-2024172521-A1,20240523,US,US-202218283079-A,20220311,0,Semiconductor Device And Electronic Apparatus,"A novel semiconductor device is provided. The semiconductor device includes an imaging unit and a display unit and includes a first layer, a second layer over the first layer, and a third layer over the second layer. The first layer includes a plurality of photoelectric conversion elements, the second layer includes a plurality of display pixel circuits, and the third layer includes a plurality of display elements. The imaging unit includes the plurality of photoelectric conversion elements. The display unit includes the plurality of display pixel circuits and the plurality of display elements and one of the plurality of display pixel circuits is electrically connected to one of the plurality of display elements.",H10K59/65; H10D30/67; H10D30/021; H10D84/00; H10D99/00; H10D84/038; H10D84/0126; H10F30/20; H10F39/12; H04N25/76; G09G3/3233; G09G3/3225; G09G3/20; H10K59/65; G09G3/3233; H04N25/77; G09G2300/0452; G09G2300/0842; G09G2320/0626; H04N25/78; G09F9/30; G09F9/00; H05B33/02; H05B33/06; H10K59/879; H10K59/873; H04N25/78; H04N25/77; G09G3/3233; G09G2300/0452; G09G2300/0842; G09G2320/0626; H10K59/65
US-2024173161-A1,20240530,US,US-202218549451-A,20220308,0,Ostomy filter,An ostomy pouch includes a body-side wall and a distal-side wall joined at an outer periphery and defining an interior volume comprising a collection area. The ostomy pouch also includes an inlet for receiving ostomy effluent. an outlet for egress of gas collected in the collection area. and a filter assembly covering the outlet. The ostomy pouch is configured to have an airflow rate @ 0.18 psi of greater than about 10 cc/s and less than about 40 cc/ss and a liquid (water) hold-out of greater than about 0.9 psi and less than about 6.0 psi.,A61F5/441; A61F5/441; A61F5/441; A61F5/445
US-2024176839-A1,20240530,US,US-202217994514-A,20221128,0,Systems and methods for a website generator that utilizes artificial intelligence,"The invention generally relates to systems and methods for automatically generating websites using artificial intelligence that requires minimal user input, and which does not require the technical skills and expertise that is traditionally needed to develop websites. In addition, the present invention does not require users to start from a blank web page when creating websites.",G06F40/186; G06F16/951; G06F16/958; G06F40/279; G06F16/958; G06F16/951; G06F40/279; G06F16/958; G06F40/279; G06F16/951
US-2024180750-A1,20240606,US,US-202218574509-A,20220704,0,Headset,"A seal verification module for a headset ear cup, a headset comprising such a module (e.g. the module being integral with, recessed into or mounted in/on the car cup), a method for retrofitting the seal verification module to a headset, and a method for verifying that a headset comprising an ear cup is correctly situated on a user&#39;s head such that the ear cup forms an acoustic seal around the user&#39;s ear. The seal verification module comprising an indicator configured to provide an indication in response to being activated; and a pressure differential detector configured to detect a pressure differential between an internal side of the seal verification module and an external side of the seal verification module, and to activate the indicator in response to the detected pressure differential reaching or exceeding a predetermined pressure differential associated with verifying the headset ear cup being correctly situated.",A61F11/145; H04R1/1083; H04R2460/15; H04R1/1008; H04R1/1041; A61F11/145; H04R1/1083; H04R1/1041; H04R5/033; H04R2420/07; H04R2460/15; A61F11/145; A61F11/14; H04R1/1008; H04R1/1083; H04R1/1091; H04R2201/10; H04R1/1083; H04R2460/15
US-2024181165-A1,20240606,US,US-202418407132-A,20240108,0,Devices and methods for making therapeutic fluids,Devices and methods for extracting and concentrating therapeutically active factors from mammalian fluids and tissues are described herein.,A61M5/31501; A61M5/19; A61M5/3148; A61M5/31511; A61M5/31525; A61M5/31535; A61M5/31576; A61M2005/3128; A61M5/19; A61M5/31501; A61M1/029; A61B5/150251; A61B5/150755; A61B5/150267; A61B5/150244; A61B5/150236; A61B5/153; A61M39/24; A61M2039/2426; A61M5/31501; A61M5/3148; A61M5/3135; A61M2005/31598; A61M1/0272; A61M2202/10; A61M2202/0427; A61B5/15003; A61M1/815; A61M5/3148; A61M5/31511; A61M5/31525; A61M5/31535; A61M5/31576; A61M2005/3128; A61M5/19
US-2024181850-A1,20240606,US,US-202218075024-A,20221205,0,Supporting golf-cart pivotal windshield for use as table,"One or more upright support members mount to a golf cart and support a lateral support member that in turn supports a pivotal windshield pane of the golf cart in a horizontal position for use as a tabletop. The lateral support member engages a top lip and/or a top portion of the pivotal windshield pane and is received in the notch space between them. The upright support members of some embodiments support the lateral support member from below in compression (e.g., the upright support members can include attachments that insert into retaining clips for the pivotal windshield) and in other embodiments they support the lateral support member from above in tension/suspension (e.g., the upright support members can include cables).",B60J1/06; B60N3/001; B60J1/04; B60J1/04; B60N3/001; B60J1/04; B60N3/001
US-2024183082-A1,20240606,US,US-202318384557-A,20231027,0,Method for manufacturing elastic fiber and elastic fiber,"A method for manufacturing an elastic fiber and the elastic fiber are provided. The method includes: providing a thermoplastic polyester elastomer; drying the thermoplastic polyester elastomer; melting the thermoplastic polyester elastomer by an extruder to form a melt; extruding the melt by a spinneret plate to form a plurality of filamentous streams; feeding the filamentous streams into a spinning channel for cooling and curing to form a plurality of monofilaments; and bundling and oiling the monofilaments by an oil wheel, after extending and guiding the monofilaments by a first godet roller and a second godet roller, and winding the monofilaments by a winder to obtain a thermoplastic polyester elastic fiber.",D01D5/096; D01D5/092; D01F6/84; D01D5/16; D01D5/24; D01D5/088; D01D7/00; D01D5/088; D01D5/24; D01D7/00; D10B2331/04; D10B2401/041; D10B2401/061; D10B2401/063; D01D5/088; D01D7/00; D01D5/24
US-2024185283-A1,20240606,US,US-202418438127-A,20240209,0,System and method for multi-connection point of sale terminal for activity tracking,"The system is configured to monitor and operate a hybrid reward system with a multi-channel point of sale terminal. The system may perform operations including receiving, by a computer based system and via a first connection from a point of sale terminal, reward program information and transaction information in response to a reward program instrument being presented at the point of sale terminal. A transaction authorization request associated with the reward program information may be provided by the point of sale terminal, via a second connection from the point of sale terminal, to a transaction authorization system to authorize a transaction. The transaction may be initiated by a transaction instrument. The reward program instrument is at least one of a transaction instrument and a reward program indicia.",G06Q30/0226; G06Q30/0238; G06Q30/0226; G06Q30/0226; G06Q30/0238; G06Q30/0238
US-2024186502-A1,20240606,US,US-202318176146-A,20230228,0,Lithium Composite Oxide and Lithium Secondary Battery Comprising the Same,"The present invention relates to a lithium composite oxide having improved stability and electrical characteristics as a positive electrode material by inhibiting an interfacial side reaction in the lithium composite oxide and improving the stability of a crystal structure and ion conductivity, and a lithium secondary battery including the same.",H01M10/052; H01M4/62; H01M4/505; H01M4/525; C01G53/82; H01M4/525; C01G53/50; H01M4/366; H01M4/485; H01M10/0525; C01P2002/54; C01P2002/60; C01P2002/72; C01P2002/77; C01P2002/78; C01P2002/85; C01P2004/04; C01P2004/50; C01P2004/84; C01P2006/40; H01M2004/028; H01M4/366; H01M4/525; H01M4/485; H01M10/0525; H01M4/366; C01G53/42; H01M4/525; C01P2002/72; C01P2004/50; C01P2004/84; C01P2002/52; C01P2004/03; C01P2004/61; C01P2004/62; C01P2002/77; C01P2004/32; C01P2004/04; C01P2002/85; C01G53/50; H01M2004/028; H01M4/366; H01M4/485; Y02E60/10; H01M4/628; H01M4/525; H01M4/505; H01M10/052; H01M2004/028; C01G53/50; C01P2002/54; C01P2002/60; C01P2002/72; C01P2002/77; C01P2002/78; C01P2002/85; C01P2004/04; C01P2004/50; C01P2004/84; C01P2006/40; H01M4/366; H01M4/485; H01M10/0525; H01M2004/028
US-2024189748-A1,20240613,US,US-202418586796-A,20240226,0,"Filter media packs, methods of making and filter media presses","The disclosure is directed toward presses which may comprise planar or curved press plates that can be driven toward and away from each other such as via linear reciprocating movement to press filter media sheets as opposed to using rolls. The press plates can create such features as embossments that may have the ridges and grooves, brands, creases or other such features. The press can create pleated packs or individual panels for non-pleated packs. Additionally, a variety of embossed pleat packs, unique shapes, structural components and other pleat packs that may be formed by presses or other methodology are disclosed as well as filter cartridges using such pleat packs.",B01D46/522; B01D46/0039; B01D46/526; B01D46/523; B01D2275/206; B01D2275/206; B01D46/522; B01D46/521; B01D46/525; B01D46/0001; B01D46/0001; B01D46/0001; B01D39/1623; B01D46/0001; B01D46/522
US-2024189849-A1,20240613,US,US-202218064798-A,20221212,0,Method and System for Switching a Dispensed Fluid in a Nanofabrication Dispensing System,"A method of switching a first fluid supplied to a dispenser with a second fluid. The method includes stopping the first fluid from flowing into a common portion of a flow system, causing a flush fluid to flow through the common portion, stopping the flush fluid from flowing into the common portion, removing the flush fluid from the common portion, causing the second fluid to flow through the common portion, and continuously circulating the first fluid to and from a reservoir without the first liquid entering the common portion of the flow system. The continuously circulating of the first fluid begins a) after stopping the fluid liquid from flowing into the common portion of the flow system and b) prior to or during the second fluid flowing through the common portion of the flow system.",B82Y40/00; B41M5/0047; B41J2/045; G03F7/0002; B05B12/14; B82Y40/00; B08B9/0321; B82Y40/00; B08B9/0321; B05B12/14; B05B12/14; B08B9/0321; B82Y40/00
US-2024191967-A1,20240613,US,US-202318516299-A,20231121,0,Locking Assembly for Telescoping Baton,A locking baton includes an outer tube having an inner circumferential surface with an outer locking groove. The baton also includes an inner tube telescoping within the outer tube and having an inner circumferential surface with an inner locking groove on its inner circumferential surface. A locking assembly is on the inner tube for selectively locking the inner tube to the outer tube. A manually actuatable release rod extends axially through the tubes for unlocking the locking assembly. The locking assembly includes four locking wedges each having an outer locking flange for selectively engaging the outer locking groove and an inner locking flange for engaging the inner locking groove. Each locking wedge has a pivoting rib that cooperates with a pivoting groove on an adjacent locking wedge to provide pivoting movement of each locking wedge to move its outer locking flange into engagement with the outer locking groove.,F41B15/027; F41B15/027; F41B15/027
US-2024192872-A1,20240613,US,US-202218077109-A,20221207,0,Method and system for tracking memory usage,"A method and system track memory allocation and release activities to detect memory leak, buffer overflow, and release type mismatch errors in a computing system. The memory tracker computes the necessary size of the allocated memory block and calls operating system provided functions to allocate and release raw memory blocks. Raw memory blocks are formatted into allocated memory blocks. An indexed data structure stores the allocated memory blocks. The user memory address is used as the index key value. The memory blocks are removed from the indexed data structure when the programs release the memory. The memory blocks remaining in the indexed data structure are considered memory leaks when the memory tracker terminates. The memory tracker adds bytes to the end of memory blocks for the integrity check and detects possible buffer overflow errors. Memory allocation type is added in the allocated memory blocks for release type mismatch errors.",G06F12/023; G06F3/0656; G06F3/0619; G06F3/0679; G06F3/064; G06F3/064; G06F3/0619; G06F3/0656; G06F3/0679
US-2024193480-A1,20240613,US,US-202318480734-A,20231004,0,"Computer-readable recording medium storing artificial intelligence (ai) system check program, ai system check method, and information processing device","A non-transitory computer-readable recording medium storing an artificial intelligence (AI) system check program for causing a computer to execute processing including: specifying a first plurality of sets of stakeholders that have relationships with each other, based on a configuration of the stakeholders of an AI system; comparing the first plurality of sets with a second plurality of sets of stakeholders determined based on the configuration of the stakeholders of another AI system; and outputting a first set included in the first plurality of sets but not included in the second plurality of sets, as difference information, based on a result of the comparing.",G06N20/00; G06Q10/10; G06Q10/0635; G06N20/00
US-2024193549-A1,20240613,US,US-202218064510-A,20221212,0,Determining chronotypes of users for display within a scheduling interface,"The present disclosure is directed toward systems, methods, and non-transitory computer-readable media for determining chronotypes for each user within a set of users and providing graphical user interfaces for displaying a scheduling timeline for each user of the set of users. In some embodiments, the disclosed system identifies time zones for a set of users in various geographic locations and determines chronotypes for each user within the set of users. Furthermore, the disclosed system provides a graphical user interface for display that includes a scheduling interface having a scheduling timeline for each user of the set of users that indicates a corresponding time zone and a visual representation of the chronotypes. Moreover, the disclosed system, based on receiving a user interaction via a graphical user interface including the scheduling interface, generates an event based on the time zones and the chronotypes.",G06Q10/1093; G06Q10/1093; G06Q10/1095
US-2024193706-A1,20240613,US,US-202318513128-A,20231117,0,System and method for determining indoor farming efficiency and benefits,"Systems and methods determine indoor farming efficiency and benefits. A status report indicative of a crop being grown by the indoor farm is received by an efficiency and benefit calculator, which determines quantities of farm inputs to the indoor farm to grow the crop, and a quantity of produce expected at the end of the grow cycle of the crop. The efficiency and benefit calculator calculates traditional inputs to a traditional farm needed to grow an equivalent of the crop, and generating an efficiency and benefits report for the indoor farm based on differences between the inputs to the traditional farm and the quantities of farm inputs to the indoor farm. The efficiency and benefits report includes accurately estimated savings made by the indoor farm over traditional farming techniques such that the efficiency and benefits report is usable by an organization to determine compensation and/or incentives for the indoor farm.",G06Q50/02; G06Q50/02; G06Q50/02
US-2024193768-A1,20240613,US,US-202418423472-A,20240126,0,Fluorescence lifetime imaging using deep learning,"One embodiment provides an apparatus for fluorescence lifetime imaging (FLI). The apparatus includes a deep neural network (DNN). The DNN includes a first convolutional layer, a plurality of intermediate layers and an output layer. The first convolutional layer is configured to receive FLI input data. Each intermediate layer is configured to receive a respective intermediate input corresponding to an output of a respective prior layer. Each intermediate layer is further configured to provide a respective intermediate output related to the received respective intermediate input. The output layer is configured to provide estimated FLI output data corresponding to the received FLI input data. The DNN is trained using synthetic data.",G06N3/0475; G06N3/094; G06N3/09; G06N3/0464; G06N3/045; G06T2207/10064; G06T2207/20084; G06T2207/20081; G06T2207/30004; G06N3/088; G06N3/045; G06N3/048; G06T7/0012; G06N3/088; G06T7/0012; G06N3/045; G06N3/088; G06T2207/10064; G06T2207/20081; G06T2207/20084; G06T2207/30004
US-2024194764-A1,20240613,US,US-202418444918-A,20240219,0,Multi-gate devices with multi-layer inner spacers and fabrication methods thereof,"A semiconductor device includes semiconductor channel members disposed over a substrate, a gate dielectric layer disposed on and wrapping around the semiconductor channel members, a gate electrode layer disposed on the gate dielectric layer and wrapping around the semiconductor channel members, a source/drain (S/D) epitaxial layer in physical contact with the semiconductor channel members, and a dielectric spacer interposing the S/D epitaxial layer and the gate dielectric layer. The dielectric spacer includes a first dielectric layer in physical contact with the gate dielectric layer and a second dielectric layer in physical contact with the first dielectric layer. The first dielectric layer has a dielectric constant higher than that of the second dielectric layer. The second dielectric layer separates the first dielectric layer from physically contacting the S/D epitaxial layer.",H10D30/6757; H10D62/021; H10D30/6735; H10D62/151; H10D62/121; H10D64/017; H10D84/0158; H10D84/038; H10D84/013; H10D64/018; H10D30/797; H10D30/611; H10D30/024; H10D30/6757; H10D30/62; H10D30/43; H10D30/024; H10D64/017; H10D30/014; H10D62/121; H10D62/116; H10D84/834; H10D84/853; H10D84/0188; H10D84/0193; H10D84/038; H10D84/0158; H10D30/023; H10D30/6735; H10D84/0151; B82Y10/00; H01L29/66484; H01L21/823418; H01L21/823431; H01L29/66553; H01L29/66795; H01L29/7831; H01L29/7848
US-2024196692-A1,20240613,US,US-202118279371-A,20210315,0,"Display device, display panel, and method for producing display device","A display device includes a substrate, a first light-emitting element, a second light-emitting element, and a third light-emitting element on the substrate, and a shortest width along a first direction between a first contact surface where a first electrode of the first light-emitting element and a function layer of the first light-emitting element contact with each other and a second contact surface where a first electrode of the second light-emitting element and a function layer of the second light-emitting element contact with each other is smaller than a shortest width along a second direction orthogonal to the first direction between a third contact surface where a first electrode of the third light-emitting element and a function layer of the third light-emitting layer contact with each other and at least one of the first contact surface and the second contact surface.",H10K59/122; H10K59/353; H10K59/00; H10K50/00; H10K59/1201; H10K59/35; H10K59/80515; H10K59/35; H10K59/1201; H10K59/80515; G09F9/302; G09F9/30; H10K59/80515; H10K59/1201; H10K59/35
US-2024197173-A1,20240620,US,US-202218555263-A,20220407,0,"Ophthalmic Microscope System and corresponding System, Method and Computer Program","Examples relate to an ophthalmic microscope system and to a corresponding system, method and computer program for an ophthalmic microscope system. The system comprises one or more processors and one or more storage devices. The system is configured to obtain intraoperative sensor data of an eye from at least one imaging device of the ophthalmic microscope system. The system is configured to process the intraoperative sensor data using a machine-learning model. The machine-learning model is trained to output information on one or more anatomical features of the eye based on the intraoperative sensor data. The system is configured to generate a display signal for a display device of the ophthalmic microscope system based on the information on the one or more anatomical features of the eye. The display signal comprises a visual guidance overlay for guiding a user of the ophthalmic microscope system with respect to the one or more anatomical features of the eye.",A61B3/0025; A61B2090/3735; A61B90/37; G06V40/18; G06V2201/03; G06V10/44; A61B2034/2065; A61B34/25; A61B2017/00203; A61B2090/3735; A61B2090/365; G16H50/70; G16H50/20; G16H40/63; G16H20/40; G06T2207/20081; G06T2207/20084; G06T2207/30041; G06T2207/10101; G16H30/40; A61B1/000096; G06V10/82; A61B90/20; G06T7/0012; A61B3/102; A61B3/13; A61B3/13; A61B3/13; A61B3/0025; A61B90/37; A61B2090/3735
US-2024197412-A1,20240620,US,US-202418589086-A,20240227,0,Very narrow probe with coil,"In one embodiment, a probe apparatus includes a shaft having a distal end, a tube containing separate powder granules of a ferrite, the tube being fixed to the distal end of the shaft, a coil disposed around the tube, and electrical wires connected to the coil so as to read out a signal generated across the coil due to an externally-applied magnetic field.",A61B2090/397; G01B7/004; A61B2562/16; A61B2562/0223; A61B2018/1435; A61B18/1492; A61B5/062; A61B2090/3925; A61B90/36; A61B2034/2051; A61M2025/09133; A61M2025/09091; A61M2025/0042; A61B2034/2051; A61M25/0009; A61L29/04; A61B5/062; A61B34/20; A61M25/09; A61M25/09041; A61M25/0127; H01F3/08; H01F1/37; A61M2025/0166; A61B90/39; A61B17/24; A61B2090/397; A61B2017/00526; A61M2025/09175; A61B2034/2051; A61B2034/2072; A61B2034/2065; A61B2034/2051; A61B34/20; A61M25/0127; A61B34/20; A61B34/20; A61B34/20; A61B5/062; A61B18/1492; A61B90/36; G01B7/004; A61B2018/1435; A61B2034/2051; A61B2090/3925; A61B2090/397; A61B2562/0223; A61B2562/16
US-2024198162-A1,20240620,US,US-202218081987-A,20221215,0,Resistance exercise band,"A resistance exercise band comprising an elongated elastic band including an uneven surface on each of top and bottom surfaces, the uneven surfaces and the elastic band being formed integrally, each of the uneven surfaces including a plurality of concaved uneven zones and a plurality of ridges positioned on borders of the uneven zones forming a crisscross pattern.",A63B2209/00; A63B21/0552; A63B21/0555; A63B21/0555; A63B21/0555
US-2024198569-A1,20240620,US,US-202318540270-A,20231214,0,Injection molding machine and method of operating the same,An injection molding machine has a clamp that generates electromagnetic force and that secures a moving plate or a fixed plate using attractive force that is produced by the electromagnetic force; and a controller that controls separation force that acts on the moving plate or the fixed plate such that the separation force is less than the attractive force.,B29C2945/76006; B29C45/2606; B29C2945/7623; B29C45/1777; B29C2945/76872; B29C2045/1746; B29C45/03; B29C45/4005; B29C45/76; B29C45/1742; B29C2945/76006; B29C2945/76381; B29C2945/76568; B29C2045/1792; B29C2945/76083; B29C2945/76933; B29C45/641; B29C45/20; B29C45/401; B29C45/1756; B29C2045/645; B29C45/7653; B29C45/7626; B29C45/2602; B29C45/7626; B29C2945/76113; B29C2945/76598; B29C2945/76157; B29C2045/645; B29C45/7653; B29C2945/76505; B29C45/401; B29C45/2602; B29C45/20; B29C45/1756; B29C45/641; B29C45/641; B29C45/1756; B29C45/20; B29C45/2602; B29C45/401; B29C45/7626; B29C45/7653; B29C2045/645; B29C2945/76113; B29C2945/76157; B29C2945/76505; B29C2945/76598
US-2024199611-A1,20240620,US,US-202218550323-A,20220315,0,Antibacterial compounds,"The present invention relates to the compounds (I) wherein the integers are as defined in the description, and where the compounds may be useful as medicaments, for instance for use in the treatment of tuberculosis.",C07D513/04; C07D498/14; C07D491/147; C07D487/14; C07D487/04; A61K31/53; A61P31/06; A61K2300/00; C07D513/04; C07D487/04; A61P31/06; A61K45/06; A61K31/53; A61P31/06; C07D487/04; C07D471/04; C07D471/04; C07D471/04; C07D471/04; A61K31/53; A61P31/06; C07D487/04; C07D487/14; C07D491/147; C07D498/14; C07D513/04
US-2024200088-A1,20240620,US,US-202218286484-A,20220413,0,Transgenic Plants Comprising Myoglobin and Methods for Producing Myoglobin in Transgenic Plants,"This disclosure provides methods and materials for producing a transgenic plant expressing a myoglobin gene, producing myoglobin protein in the transgenic plant, and isolating the myoglobin protein from the transgenic plants.",C12N15/52; C07K14/805; C07K14/4716; C12N15/8257; C12N15/8257; C07K14/805; C12N15/8257; C07K14/805; C12N15/52
US-2024200674-A1,20240620,US,US-202318526008-A,20231201,0,Check valve,"This check valve includes a casing delimiting an internal volume provided with an inlet, an outlet, a membrane, extending at least partially inside the internal volume of the casing, the membrane having a contact portion radially elastically deformable between a sealing position wherein the contact portion contacts an internal wall of the internal volume and a fluid opening position wherein the fluid can flow from the inlet to the outlet around the membrane. The membrane axially having a decreasing cross section, the casing includes on the inlet side an internal seat for receiving the distal portion and on the outlet side, an axial extension pin configured to extend inside the proximal portion of the membrane wherein the membrane is immobilized axially between the seat and the pin.",B60S1/52; B60S1/48; F16K15/145; F16K27/0209; B60S1/48; F16K27/0209; F16K15/021; F16K15/148; F16K15/021; F16K27/0209
US-2024201791-A1,20240620,US,US-202418442182-A,20240215,0,Head-mounted display,"A head-mounted display (HMD) 1, which is operated by a gesture operation performed by a user 3, is provided with a distance image acquisition unit 106 that detects a gesture operation, a position information acquisition unit 103 that acquires position information of the HMD 1, and a communication unit 2 that performs communication with another HMD 1′. A control unit 205 sets and displays an operating space 600 where a gesture operation performed by the user 3 is valid, exchanges position information and operating space information of the host HMD 1 and the other HMD 1 therebetween by the communication unit 2, and adjusts the operating space of the host HMD so that the operating space 600 and an operating space 600′ of the other HMD 1 do not overlap each other.",G02B2027/0178; G02B27/017; G06F3/017; G06F3/011; G02B27/017; G06T2219/2021; G06T2207/30196; G06T2207/10028; G06T2200/24; G06T3/40; G06T3/20; G06F3/012; G02B2027/0178; G02B2027/014; G02B27/0172; G06T7/70; G06T7/50; G02B27/017; G02B2027/0178; G02B2027/014; G06F3/017; G06F3/017; G06F3/011; G06F3/017; G02B27/017; G02B27/0172; G06F3/012; G06T3/20; G06T3/40; G06T7/50; G06T7/70; G02B2027/014; G02B2027/0178; G06T2200/24; G06T2207/10028; G06T2207/30196; G06T2219/2021
US-2024203053-A1,20240620,US,US-202218084737-A,20221220,0,Systems and methods for installing alarming systems at cell sites,"Systems and method for installing an alarming system at a cell site includes installing an alarm controller at a cell site; coupling a first end of a cable to an input of the alarm controller and a second end of the cable to a component of the cell site, wherein the alarm controller is adapted to provide alarming associated with the component; causing one or more cameras to capture a 360 degree view of the cell site; and providing a close-out package, wherein the close-out package provides verification of the alarm controller installation. Various embodiments include utilizing three dimensional (3D) modeling to perform virtual site surveys for verifying the installation of the alarming system.",H04N7/181; H04N7/181; G06T2210/56; G06T17/20; G06T17/20; H04N7/181; G06T2210/56
